,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1224,1631,527175130,20,4,160.0,18160,1,2,3,1,2,3,2,2,5,5,3,1,6,6,1964,1964,2,1,11,10,2,138.0,TA,TA,1,TA,TA,4,BLQ,550.0,Unf,0.0,752.0,1302.0,5,Fa,1,3,1128,0,0,1128,1.0,0.0,1,0,3,1,TA,6,3,1,TA,6,1964.0,Unf,2.0,480.0,TA,TA,3,0,108,246,0,0,0,N/A,5,1,0,3,2007,3,154204
1225,1263,535425060,20,4,76.0,11355,2,2,2,1,2,2,2,8,5,5,3,1,7,7,1958,2001,2,3,11,10,5,125.0,TA,TA,1,TA,TA,5,BLQ,637.0,Unf,0.0,675.0,1312.0,5,Ex,1,3,1312,0,0,1312,0.0,0.0,1,1,3,1,TA,6,3,1,Gd,6,1958.0,RFn,2.0,495.0,TA,TA,1,0,304,144,0,0,0,N/A,5,2,6500,4,2008,3,186000
1226,1046,527451550,160,6,21.0,1680,2,2,3,1,2,3,2,11,5,5,1,2,5,5,1972,1972,2,1,11,10,5,356.0,TA,TA,1,TA,TA,5,Rec,350.0,Unf,0.0,280.0,630.0,5,TA,1,3,630,672,0,1302,0.0,0.0,2,1,3,1,TA,6,3,0,N/A,5,1972.0,Unf,1.0,264.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,12,2008,3,111750
1227,47,528176010,20,4,110.0,14300,2,2,3,3,2,3,1,23,5,5,3,1,9,5,2003,2004,1,1,1,2,5,1095.0,Ex,TA,6,Ex,TA,1,GLQ,1373.0,Unf,0.0,1473.0,2846.0,5,Ex,1,3,2696,0,0,2696,1.0,0.0,2,1,3,1,Ex,10,3,2,Gd,6,2003.0,Fin,3.0,958.0,TA,TA,1,220,150,0,0,0,0,N/A,2,1,0,6,2010,3,500000
1228,1424,906378190,60,4,65.0,10616,2,2,2,1,2,3,2,17,5,5,3,2,7,5,2007,2007,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,628.0,628.0,5,Ex,1,3,628,728,0,1356,0.0,0.0,2,1,3,1,Gd,6,3,1,Gd,4,2007.0,Fin,2.0,484.0,TA,TA,1,100,24,0,0,0,0,N/A,2,1,0,3,2008,1,177439
1229,429,528108070,60,4,96.0,11308,2,2,2,1,2,3,2,23,5,5,3,2,9,5,2008,2008,2,1,1,2,4,154.0,Ex,TA,6,Ex,TA,4,GLQ,936.0,Unf,0.0,168.0,1104.0,5,Ex,1,3,1130,1054,0,2184,1.0,0.0,2,1,3,1,Ex,10,3,1,Gd,6,2008.0,Fin,3.0,836.0,TA,TA,1,0,102,0,0,0,0,N/A,2,1,0,7,2009,3,335000
1230,1031,527359070,60,4,80.0,10480,2,2,3,1,2,3,2,7,5,5,3,2,7,6,1976,1976,1,1,2,1,5,660.0,TA,TA,1,TA,TA,5,ALQ,403.0,Unf,0.0,400.0,803.0,5,TA,1,3,1098,866,0,1964,0.0,0.0,2,1,4,1,TA,8,3,1,Gd,6,1976.0,RFn,2.0,483.0,TA,TA,1,0,69,0,0,0,0,N/A,2,1,0,9,2008,3,205000
1231,1635,527184110,120,4,35.0,5118,2,2,2,3,2,3,2,20,5,5,2,1,8,5,1990,1990,2,1,12,14,3,0.0,Gd,TA,6,Gd,TA,1,GLQ,926.0,Unf,0.0,386.0,1312.0,5,Gd,1,3,1321,0,0,1321,1.0,0.0,1,0,1,1,Gd,4,3,1,TA,6,1990.0,RFn,2.0,484.0,TA,TA,1,0,64,140,0,0,0,N/A,2,1,0,8,2007,3,212000
1232,309,911370510,120,6,44.0,3811,2,2,2,3,2,2,1,4,1,5,2,1,8,5,2004,2005,1,1,12,14,4,186.0,Gd,TA,6,Ex,TA,1,GLQ,1373.0,Unf,0.0,221.0,1594.0,5,Ex,1,3,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,3,1,Gd,6,2004.0,Fin,2.0,525.0,TA,TA,1,128,53,0,0,155,0,N/A,2,1,0,5,2010,3,246000
1233,1020,527302070,20,4,0.0,10825,2,2,2,1,2,3,2,7,5,5,3,1,7,7,1983,1983,2,1,7,1,5,174.0,Gd,TA,1,Gd,TA,3,GLQ,747.0,Unf,0.0,513.0,1260.0,5,TA,1,3,1260,0,0,1260,1.0,0.0,2,0,3,1,TA,6,3,0,N/A,6,1983.0,Unf,2.0,598.0,TA,TA,1,152,0,0,0,0,0,N/A,2,1,0,7,2008,3,181900
1234,178,902206040,50,6,50.0,5500,2,2,3,1,2,2,2,19,5,5,3,5,5,7,1929,2001,2,1,6,6,3,0.0,TA,TA,2,TA,TA,5,LwQ,234.0,ALQ,692.0,0.0,926.0,5,TA,1,3,926,0,390,1316,1.0,0.0,1,0,3,1,TA,6,3,0,N/A,5,1974.0,Unf,2.0,484.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,4,2010,3,130000
1235,1975,902105110,70,6,60.0,9600,2,1,3,1,2,3,2,19,5,5,3,2,5,7,1910,2002,2,1,6,12,3,0.0,TA,Gd,2,Fa,Fa,5,Unf,0.0,Unf,0.0,264.0,264.0,5,Ex,1,3,768,664,0,1432,0.0,0.0,2,0,2,1,TA,7,3,0,N/A,5,1910.0,Unf,2.0,360.0,TA,Gd,1,270,0,112,0,0,0,N/A,3,1,0,5,2007,3,132000
1236,2096,906223040,60,4,75.0,9317,2,2,3,1,2,3,2,16,5,5,3,2,7,5,1994,2001,2,1,1,2,3,0.0,Gd,Gd,6,Gd,Gd,5,GLQ,497.0,Unf,0.0,282.0,779.0,5,Ex,1,3,1029,929,0,1958,1.0,0.0,2,1,3,1,Gd,7,3,1,TA,6,1994.0,RFn,2.0,499.0,TA,TA,1,202,93,0,0,0,0,N/A,2,1,0,7,2007,4,220000
1237,865,907252210,20,4,0.0,11838,2,2,3,1,2,3,2,17,5,5,3,1,8,5,2001,2001,1,1,1,2,3,0.0,Gd,TA,6,Gd,TA,4,Unf,0.0,Unf,0.0,1753.0,1753.0,5,Ex,1,3,1788,0,0,1788,0.0,0.0,2,0,3,1,Ex,7,3,1,TA,6,2001.0,RFn,2.0,522.0,TA,TA,1,202,151,0,0,0,0,N/A,2,1,0,6,2009,3,236500
1238,385,527365030,60,5,75.0,8004,2,2,2,1,2,3,2,15,3,5,3,2,8,5,2009,2009,2,1,1,2,4,110.0,Gd,TA,6,Gd,TA,5,GLQ,544.0,Unf,0.0,288.0,832.0,5,Ex,1,3,832,1103,0,1935,1.0,0.0,2,1,3,1,TA,8,3,0,N/A,4,2009.0,Fin,2.0,552.0,TA,TA,1,0,150,0,0,0,0,N/A,2,1,0,12,2009,1,263435
1239,1362,903454100,50,6,60.0,6876,2,2,3,2,2,3,2,28,5,5,3,5,6,6,1938,1958,2,1,6,6,3,0.0,TA,TA,2,TA,TA,5,Unf,0.0,Unf,0.0,1272.0,1272.0,5,TA,1,3,1272,0,697,1969,0.0,0.0,2,0,4,1,TA,9,2,1,Gd,5,1938.0,Unf,2.0,400.0,TA,TA,1,0,34,0,0,0,0,N/A,2,1,0,11,2008,9,141000
1240,1091,528250030,60,4,0.0,8396,2,2,2,1,2,3,2,2,5,5,3,2,7,5,2003,2003,2,1,1,2,5,196.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,847.0,847.0,5,Ex,1,3,847,1139,0,1986,0.0,0.0,2,1,4,1,Gd,9,3,1,Gd,4,2003.0,Fin,2.0,434.0,TA,TA,1,120,48,0,0,0,0,N/A,2,1,0,5,2008,3,213000
1241,317,916386020,20,4,73.0,9803,2,2,3,1,2,3,2,21,5,5,3,1,7,5,2009,2010,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,1214.0,1214.0,5,Ex,1,3,1214,0,0,1214,0.0,0.0,2,0,2,1,Gd,6,3,0,N/A,6,2010.0,RFn,2.0,520.0,TA,TA,1,0,25,0,0,0,0,N/A,2,1,0,1,2010,1,179781
1242,1076,528186160,120,4,48.0,6240,2,2,3,1,2,3,2,23,5,5,2,1,8,5,2006,2007,1,1,9,8,5,176.0,Gd,TA,6,Gd,TA,5,GLQ,846.0,Unf,0.0,496.0,1342.0,5,Ex,1,3,1342,0,0,1342,1.0,0.0,2,0,2,1,Gd,6,3,1,Gd,6,2007.0,Fin,2.0,550.0,TA,TA,1,0,35,0,0,0,0,N/A,2,1,0,6,2008,3,234250
1243,1573,916325080,20,4,0.0,15498,2,2,2,1,2,2,2,21,5,5,3,1,8,6,1976,1976,1,2,14,10,3,0.0,Gd,TA,1,Gd,TA,4,ALQ,1165.0,LwQ,400.0,0.0,1565.0,5,TA,1,3,2898,0,0,2898,1.0,0.0,2,0,2,1,Gd,10,3,1,Gd,6,1976.0,Fin,2.0,665.0,TA,TA,1,0,72,174,0,0,0,N/A,2,1,0,5,2008,9,287000
1244,485,528275160,60,4,0.0,12891,2,2,2,1,2,2,2,2,5,5,3,2,8,5,2002,2002,2,1,1,2,1,0.0,Gd,TA,6,Ex,TA,5,GLQ,651.0,Unf,0.0,219.0,870.0,5,Ex,1,3,878,1126,0,2004,1.0,0.0,2,1,4,1,Gd,8,3,1,Gd,4,2002.0,Fin,3.0,644.0,TA,TA,1,0,48,0,0,0,0,N/A,2,1,0,7,2009,3,257500
1245,2021,903234160,30,6,60.0,6180,2,2,3,1,2,2,2,22,5,5,3,1,6,5,1926,1950,2,1,6,6,3,0.0,TA,TA,2,TA,TA,5,Unf,0.0,Unf,0.0,960.0,960.0,5,TA,2,3,986,0,0,986,0.0,0.0,1,0,2,1,TA,5,3,1,Gd,5,1926.0,Unf,1.0,180.0,TA,TA,1,0,128,0,0,0,0,N/A,2,1,0,5,2007,3,102000
1246,2032,903451110,45,6,57.0,7449,2,1,3,2,2,3,2,28,5,5,3,4,7,7,1930,1950,2,1,6,6,3,0.0,TA,TA,6,TA,TA,5,Unf,0.0,Unf,0.0,637.0,637.0,5,Ex,1,2,1108,0,0,1108,0.0,0.0,1,0,3,1,Gd,6,3,1,Gd,6,1930.0,Unf,1.0,280.0,TA,TA,2,0,0,205,0,0,0,N/A,3,1,0,6,2007,3,139400
1247,2604,535381060,50,4,60.0,10410,2,1,3,1,2,2,2,19,1,5,3,5,3,4,1915,1950,2,1,6,6,3,0.0,TA,TA,6,TA,TA,5,Unf,0.0,Unf,0.0,672.0,672.0,5,TA,1,3,694,520,0,1214,0.0,0.0,1,0,3,1,TA,6,3,0,N/A,5,1998.0,Unf,3.0,936.0,TA,TA,1,216,0,160,0,0,0,N/A,5,1,0,1,2006,3,105000
1248,1615,526355190,20,4,95.0,15865,2,2,2,1,2,3,1,8,5,5,3,1,8,6,1970,1970,5,3,6,6,3,0.0,Gd,Gd,6,TA,Gd,1,ALQ,351.0,Rec,823.0,1043.0,2217.0,5,Ex,1,3,2217,0,0,2217,1.0,0.0,2,0,4,1,Gd,8,3,1,TA,6,1970.0,Unf,2.0,621.0,TA,TA,1,81,207,0,0,224,0,N/A,2,1,0,10,2007,3,268000
1249,2736,905426150,80,4,0.0,19690,2,2,2,1,2,1,2,6,5,5,3,3,6,7,1966,1966,5,3,2,1,3,0.0,Gd,Gd,1,Gd,TA,4,Unf,0.0,Unf,0.0,697.0,697.0,5,TA,1,3,1575,626,0,2201,0.0,0.0,2,0,4,1,Gd,8,3,1,Gd,6,1966.0,Unf,2.0,432.0,Gd,Gd,1,586,236,0,0,0,738,Gd,3,1,0,8,2006,3,274970
1250,473,528228455,120,4,43.0,3182,2,2,3,1,2,3,2,25,5,5,2,1,7,5,2005,2006,2,1,1,2,5,16.0,Gd,TA,6,Gd,TA,4,GLQ,16.0,Unf,0.0,1204.0,1220.0,5,Ex,1,3,1220,0,0,1220,0.0,0.0,2,0,2,1,Gd,5,3,1,Gd,6,2005.0,Fin,2.0,397.0,TA,TA,1,100,16,0,0,0,0,N/A,2,1,0,8,2009,3,180000
1251,1316,902306130,70,6,60.0,9600,2,2,3,1,2,3,2,19,5,5,3,2,7,9,1928,2005,6,1,9,8,3,0.0,TA,Ex,2,TA,TA,5,Rec,141.0,Unf,0.0,548.0,689.0,5,Ex,1,3,689,689,0,1378,0.0,0.0,2,0,3,1,Gd,7,3,1,Gd,5,1928.0,Unf,2.0,360.0,TA,TA,2,0,0,116,0,0,0,N/A,2,1,0,10,2008,3,161000
1252,244,905478190,20,4,60.0,11100,2,2,3,4,2,3,2,6,5,5,3,1,4,7,1946,2006,2,1,9,8,3,0.0,TA,TA,1,N/A,N/A,2,N/A,0.0,N/A,0.0,0.0,0.0,5,Ex,1,3,930,0,0,930,0.0,0.0,1,0,2,1,Gd,6,3,0,N/A,5,1946.0,Unf,1.0,308.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,4,2010,3,84900
1253,152,535304060,190,4,70.0,13587,2,2,3,1,2,3,2,8,5,5,5,1,5,5,1958,1958,2,1,9,8,3,0.0,TA,TA,1,TA,TA,4,Rec,532.0,Unf,0.0,456.0,988.0,5,TA,1,3,988,0,0,988,1.0,0.0,1,0,2,1,TA,5,3,0,N/A,6,1958.0,Unf,1.0,264.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,4,2010,3,119000
1254,1588,921201060,20,4,85.0,11447,2,2,2,1,2,3,2,21,5,5,3,1,8,5,2005,2006,2,1,1,2,5,674.0,Gd,TA,6,Ex,TA,4,GLQ,1571.0,Unf,0.0,393.0,1964.0,5,Ex,1,3,1964,0,0,1964,1.0,0.0,2,1,3,1,Gd,7,3,1,Gd,6,2005.0,Fin,3.0,892.0,TA,TA,1,0,265,0,0,0,0,N/A,2,1,0,6,2008,3,370000
1255,2111,906392080,20,4,64.0,7242,2,2,3,1,2,3,2,17,5,5,3,1,7,5,2005,2006,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,1270.0,1270.0,5,Ex,1,3,1270,0,0,1270,0.0,0.0,2,0,2,1,Gd,6,3,0,N/A,6,2005.0,RFn,2.0,524.0,TA,TA,1,0,96,0,0,0,0,N/A,2,1,0,7,2007,3,175900
1256,813,906226120,90,4,64.0,7018,2,2,3,1,2,3,2,16,8,5,4,2,5,5,1979,1979,2,1,2,1,3,0.0,TA,TA,3,N/A,N/A,2,N/A,0.0,N/A,0.0,0.0,0.0,5,TA,1,3,1120,1120,0,2240,0.0,0.0,2,0,6,2,TA,12,3,0,N/A,5,1979.0,Unf,2.0,528.0,TA,TA,1,154,0,0,0,0,0,N/A,2,1,0,6,2009,3,142953
1257,1854,533250190,120,4,50.0,9466,2,2,4,1,2,5,2,18,5,5,2,1,8,5,1994,1995,2,1,15,15,3,0.0,Gd,TA,6,Gd,TA,1,LwQ,457.0,ALQ,1037.0,0.0,1494.0,5,Ex,1,3,1494,0,0,1494,1.0,0.0,1,1,1,1,Gd,5,3,1,Gd,6,1994.0,Fin,2.0,478.0,TA,TA,1,0,30,0,0,217,0,N/A,2,1,0,5,2007,3,279700
1258,2575,535152280,20,4,70.0,8400,2,2,3,1,2,2,2,8,8,5,3,1,5,5,1957,1957,2,1,15,15,3,0.0,TA,TA,1,Fa,TA,3,BLQ,623.0,Unf,0.0,556.0,1179.0,5,Gd,1,3,1364,0,0,1364,0.0,0.0,1,1,3,1,TA,6,3,1,Gd,6,1957.0,RFn,1.0,331.0,TA,TA,1,0,60,0,0,0,0,N/A,3,1,0,3,2006,3,132000
1259,867,907253130,60,4,0.0,11050,2,2,3,1,2,3,2,17,9,5,3,2,9,5,2000,2000,1,1,1,2,5,204.0,Gd,TA,6,Ex,TA,3,GLQ,904.0,Unf,0.0,536.0,1440.0,5,Ex,1,3,1476,677,0,2153,1.0,0.0,2,1,3,1,Ex,8,3,2,Ex,6,2000.0,Fin,3.0,736.0,TA,TA,1,253,142,0,0,0,0,N/A,2,1,0,5,2009,3,313000
1260,2879,911175360,50,2,60.0,11040,2,2,3,4,2,3,1,28,5,5,3,5,4,6,1920,1950,2,1,9,8,3,0.0,TA,TA,1,TA,TA,5,Rec,637.0,Unf,0.0,0.0,637.0,5,Gd,1,3,897,439,0,1336,0.0,0.0,1,1,3,1,TA,7,3,0,N/A,3,1994.0,Unf,1.0,570.0,TA,TA,1,0,47,120,0,0,0,N/A,2,1,0,9,2006,9,108000
1261,1494,908128110,60,4,60.0,6931,2,2,3,1,2,3,2,6,5,5,3,2,7,5,2003,2004,2,1,1,2,4,92.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,746.0,746.0,5,Ex,1,3,760,896,0,1656,0.0,0.0,2,1,3,1,Gd,7,3,1,Gd,4,2003.0,Fin,2.0,397.0,TA,TA,1,178,128,0,0,0,0,N/A,2,1,0,7,2008,3,165400
1262,2771,907130110,60,4,65.0,12438,2,2,2,1,2,3,2,17,9,5,3,2,6,5,1995,1995,2,1,1,2,5,68.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,781.0,781.0,5,Ex,1,3,795,704,0,1499,0.0,0.0,2,1,3,1,Gd,6,3,1,TA,6,1995.0,RFn,2.0,473.0,TA,TA,1,413,91,0,0,0,0,N/A,2,1,0,8,2006,3,187000
1263,496,528321010,60,4,174.0,15138,2,2,2,1,2,3,2,3,5,5,3,2,8,5,1995,1996,2,1,1,2,5,506.0,Gd,TA,6,Gd,TA,5,GLQ,689.0,Unf,0.0,773.0,1462.0,5,Ex,1,3,1490,1304,0,2794,1.0,0.0,2,1,4,1,Ex,9,3,1,TA,6,1995.0,Fin,3.0,810.0,TA,TA,1,0,146,202,0,0,0,N/A,2,1,0,7,2009,3,403000
1264,1651,527327050,60,4,0.0,12046,2,2,2,1,2,3,2,7,5,5,3,2,6,6,1976,1976,2,1,2,1,5,298.0,TA,TA,1,TA,TA,5,LwQ,156.0,Unf,0.0,692.0,848.0,5,TA,1,3,1118,912,0,2030,0.0,0.0,2,1,4,1,Gd,8,3,1,TA,6,1976.0,Fin,2.0,551.0,TA,TA,1,0,224,0,0,0,0,N/A,2,1,0,6,2007,3,195000
1265,1913,535105110,80,4,100.0,9600,2,2,2,1,2,3,2,8,5,5,3,3,6,5,1961,1961,1,1,7,12,5,291.0,TA,TA,1,TA,TA,4,ALQ,600.0,Unf,0.0,618.0,1218.0,5,TA,1,3,1254,0,0,1254,1.0,0.0,1,0,3,1,TA,6,3,1,Gd,6,1961.0,RFn,2.0,525.0,TA,TA,1,0,0,0,0,168,0,N/A,2,1,0,5,2007,3,158500
1266,2790,907251100,60,4,90.0,11367,2,2,3,1,2,2,2,17,5,5,3,2,8,5,2002,2002,2,1,1,2,5,210.0,Gd,TA,6,Gd,TA,3,GLQ,932.0,Unf,0.0,133.0,1065.0,5,Ex,1,3,1091,898,0,1989,1.0,0.0,2,1,3,1,Gd,7,3,1,Gd,6,2002.0,Fin,2.0,586.0,TA,TA,1,199,60,0,0,0,0,N/A,2,1,0,11,2006,3,255000
1267,1541,909428170,20,4,56.0,26073,2,2,2,1,2,1,2,4,5,5,3,1,5,5,1956,1956,2,1,15,8,3,0.0,TA,TA,6,TA,TA,5,Rec,1116.0,Unf,0.0,782.0,1898.0,5,Ex,1,5,1898,0,0,1898,0.0,0.0,2,1,3,1,TA,7,3,2,TA,6,1956.0,Unf,2.0,484.0,TA,TA,1,0,51,224,0,0,0,N/A,5,1,0,4,2008,3,236500
1268,1684,527455250,20,4,65.0,7150,2,2,3,1,2,3,2,8,5,5,3,1,5,6,1966,1966,1,1,11,10,5,52.0,TA,TA,1,TA,TA,5,BLQ,725.0,Unf,0.0,263.0,988.0,5,TA,1,3,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,3,0,N/A,5,1974.0,Unf,1.0,360.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,11,2007,3,129250
1269,301,909475140,20,4,100.0,15602,2,2,2,1,2,3,2,4,5,5,3,1,7,8,1959,1997,2,1,15,6,3,0.0,TA,TA,1,TA,TA,5,ALQ,1247.0,Unf,0.0,254.0,1501.0,5,TA,1,3,1801,0,0,1801,1.0,0.0,2,0,1,1,TA,6,3,2,TA,6,1959.0,Fin,2.0,484.0,TA,TA,1,0,54,0,0,161,0,N/A,1,1,0,3,2010,3,289000
1270,1569,914476080,90,4,76.0,10260,2,2,3,1,2,3,2,26,5,5,4,2,5,4,1976,1976,2,1,2,1,3,0.0,TA,TA,1,N/A,N/A,2,N/A,0.0,N/A,0.0,0.0,0.0,5,TA,1,3,936,936,0,1872,0.0,0.0,2,2,4,2,TA,8,3,0,N/A,6,1976.0,Unf,2.0,484.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,11,2008,3,100000
1271,2153,907275150,60,4,0.0,12728,2,2,3,1,2,3,2,17,5,5,3,2,8,5,2001,2001,2,1,1,2,5,256.0,Gd,TA,6,Gd,TA,3,GLQ,1198.0,Unf,0.0,333.0,1531.0,5,Ex,1,3,1531,908,0,2439,1.0,0.0,2,1,4,1,Gd,7,3,1,TA,6,2001.0,Fin,2.0,560.0,TA,TA,1,184,121,0,0,0,0,N/A,2,1,0,1,2007,3,275000
1272,1467,907265100,60,4,96.0,11690,2,2,2,1,2,3,2,17,5,5,3,2,8,5,1999,2000,2,1,1,2,5,192.0,Gd,TA,6,Gd,TA,4,Unf,0.0,Unf,0.0,850.0,850.0,5,Ex,1,3,886,878,0,1764,0.0,0.0,2,1,3,1,Gd,7,3,1,TA,6,1999.0,Unf,2.0,560.0,TA,TA,1,120,29,0,0,0,0,N/A,2,1,0,6,2008,3,207000
1273,2540,534226060,20,4,71.0,9230,2,2,3,1,2,2,2,8,8,5,3,1,5,8,1965,1998,1,1,9,8,5,166.0,TA,TA,1,TA,TA,3,GLQ,661.0,Unf,0.0,203.0,864.0,5,Gd,1,3,1200,0,0,1200,1.0,0.0,1,1,1,1,Gd,6,3,0,N/A,5,1977.0,Unf,2.0,884.0,TA,TA,1,0,64,0,0,0,0,N/A,5,1,0,10,2006,3,146000
1274,2368,527450460,160,6,21.0,1890,2,2,3,1,2,3,2,11,5,5,1,2,6,7,1972,1972,2,1,11,10,5,380.0,TA,TA,1,TA,TA,5,ALQ,282.0,Unf,0.0,212.0,494.0,5,Ex,1,3,494,536,0,1030,0.0,0.0,1,1,3,1,TA,6,3,0,N/A,5,1973.0,Unf,1.0,264.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,7,2006,3,116000
1275,874,907285020,60,4,0.0,9375,2,2,3,1,2,3,2,17,5,5,3,2,7,5,1997,1998,2,1,1,2,5,573.0,TA,TA,6,Gd,TA,5,GLQ,739.0,Unf,0.0,318.0,1057.0,5,Ex,1,3,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,3,0,N/A,6,1998.0,RFn,2.0,645.0,TA,TA,1,576,36,0,0,0,0,N/A,3,1,0,2,2009,3,219500
1276,463,528188020,120,4,48.0,3480,2,2,3,1,2,3,2,23,5,5,2,1,7,5,2003,2003,2,1,1,2,4,163.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,1405.0,1405.0,5,Ex,1,3,1405,0,0,1405,0.0,0.0,2,0,2,1,Gd,6,3,1,TA,6,2003.0,RFn,2.0,478.0,TA,TA,1,148,36,0,0,0,0,N/A,2,1,0,11,2009,3,173000
1277,784,905377010,20,4,0.0,17140,2,2,3,1,2,3,2,6,5,5,3,1,4,6,1956,1956,2,1,1,2,3,0.0,TA,TA,1,TA,TA,5,ALQ,1059.0,Unf,0.0,75.0,1134.0,5,Ex,1,5,1229,0,0,1229,0.0,0.0,1,0,3,1,TA,6,3,0,N/A,6,1956.0,RFn,1.0,284.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,4,2009,3,135000
1278,2149,907260050,60,4,70.0,8749,2,2,3,1,2,3,2,17,5,5,3,2,7,5,2003,2003,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,5,GLQ,654.0,Unf,0.0,325.0,979.0,5,Ex,1,3,992,940,0,1932,1.0,0.0,2,1,3,1,Gd,7,3,1,Gd,6,2003.0,RFn,2.0,610.0,TA,TA,1,0,120,0,0,0,0,N/A,2,1,0,6,2007,3,213000
1279,2069,905226130,20,4,91.0,11375,2,2,3,1,2,3,2,12,5,5,3,1,6,5,1954,1995,2,1,1,2,3,0.0,TA,TA,1,TA,TA,5,Rec,736.0,Unf,0.0,231.0,967.0,5,TA,1,3,1299,0,0,1299,0.0,0.0,1,0,3,1,Gd,6,3,1,TA,6,1954.0,Unf,2.0,494.0,TA,TA,1,81,0,280,0,0,0,N/A,2,1,0,10,2007,3,150000
1280,1743,528228275,120,4,53.0,3922,2,2,3,1,2,3,2,25,5,5,2,1,7,5,2006,2007,2,1,1,2,5,72.0,Gd,TA,6,Ex,TA,4,Unf,0.0,Unf,0.0,1258.0,1258.0,5,Ex,1,3,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,7,3,1,Gd,6,2006.0,Fin,3.0,648.0,TA,TA,1,120,16,0,0,0,0,N/A,2,1,0,2,2007,1,194201
1281,472,528228450,120,4,43.0,3182,2,2,3,1,2,3,2,25,5,5,2,1,7,5,2005,2006,2,1,1,2,5,16.0,Gd,TA,6,Gd,TA,5,GLQ,16.0,Unf,0.0,1330.0,1346.0,5,Ex,1,3,1504,0,0,1504,0.0,0.0,2,0,1,1,Gd,7,3,1,Gd,6,2005.0,Fin,2.0,457.0,TA,TA,1,156,0,0,0,0,0,N/A,2,1,0,5,2009,3,181000
1282,1921,535154080,20,4,75.0,9750,2,2,3,1,2,3,2,8,5,5,3,1,6,6,1958,1958,2,1,9,8,5,243.0,TA,TA,1,TA,TA,5,Rec,608.0,Unf,0.0,834.0,1442.0,5,Gd,1,3,1442,0,0,1442,0.0,0.0,1,1,4,1,TA,7,3,0,N/A,6,1958.0,RFn,1.0,301.0,TA,TA,1,0,0,275,0,0,0,N/A,2,3,500,4,2007,9,157900
1283,2778,907187010,60,4,72.0,13426,2,2,2,1,2,2,2,17,5,5,3,2,7,5,1999,2000,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,3,GLQ,894.0,Unf,0.0,57.0,951.0,5,Ex,1,3,951,828,0,1779,1.0,0.0,2,1,3,1,Gd,7,3,1,TA,6,1999.0,Fin,2.0,586.0,TA,TA,1,208,107,0,0,0,0,N/A,2,1,0,9,2006,3,217000
1284,526,528480040,60,5,85.0,10574,2,2,3,1,2,3,2,15,5,5,3,2,8,5,2005,2006,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,3,Unf,0.0,Unf,0.0,1082.0,1082.0,5,Ex,1,3,1082,871,0,1953,0.0,0.0,2,1,3,1,Gd,9,3,1,Gd,6,2005.0,RFn,3.0,1043.0,TA,TA,1,160,50,0,0,0,0,N/A,2,1,0,5,2009,3,252000
